,Düz,Otomatik,YarıOtomatik,Dizel,Benzin/Lpg,Benzin,1300ccvealtı,1601-1800cc,1301-1600cc,6001ccveüzeri,ArabaYıl,Fiyat,Km
229,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,181.0,109.0
230,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,140.0,109.0
231,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2018,15.0,109.0
232,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2019,13.0,109.5
233,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,142.0,109.9
234,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,98.0,109.9
235,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,64.0,110.85
236,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2018,16.0,110.85
237,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,85.0,110.85
238,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,117.0,111.0
239,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,160.0,111.5
240,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,77.0,111.5
241,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2018,66.0,111.75
242,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,105.0,111.95
243,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2015,159.0,112.0
244,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2019,5.6,112.5
245,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2016,195.0,112.5
246,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2018,24.0,112.5
247,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,70.0,112.75
248,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,201.171,112.75
249,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,152.0,112.75
250,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2016,92.0,112.75
251,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,110.0,112.85
252,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,86.0,112.85
253,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,78.0,112.85
254,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2018,37.0,112.9
255,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,132.0,113.0
256,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2015,88.25,113.5
257,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,72.7,114.5
258,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,75.0,114.5
259,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,117.0,114.75
260,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,83.0,114.85
261,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,83.0,114.95
262,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,135.0,115.0
263,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2018,85.0,115.0
264,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,143.0,115.0
265,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2018,2.8,115.0
266,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2015,75.0,115.0
267,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,169.0,115.0
268,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2015,242.0,115.0
269,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,113.0,115.75
270,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,56.0,115.85
271,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,93.0,116.0
272,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,108.0,116.0
273,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,40.3,116.5
274,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,58.0,116.85
275,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2019,12.0,116.85
276,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,36.0,116.85
277,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,56.0,116.85
278,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,62.0,116.85
279,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,102.0,116.9
280,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2019,16.84,116.95
281,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,59.908,117.0
282,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2015,52.0,117.0
283,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2019,5.42,117.0
284,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,93.0,117.0
285,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2015,89.0,117.5
286,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,124.6,117.5
287,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,127.524,117.75
288,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,56.0,117.9
289,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,73.0,117.95
290,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2016,125.0,118.0
291,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,57.0,118.5
292,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,125.421,118.75
293,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,180.0,118.75
294,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,50.0,118.85
295,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,64.0,118.85
296,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,113.0,118.85
297,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,36.0,118.85
298,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,95.0,118.85
299,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,93.0,118.9
300,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2016,52.0,118.9
301,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2018,64.0,118.9
302,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2016,62.0,118.9
303,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2019,17.0,118.9
304,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2017,85.0,118.9
305,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,73.0,118.95
306,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,181.0,119.0
307,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2016,89.0,119.0
308,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2018,34.0,119.5
309,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,80.0,119.7
310,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,106.0,119.75
311,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,168.0,119.8
312,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2016,94.0,119.85
313,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,141.0,119.9
314,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2019,17.0,119.9
315,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,127.0,119.9
316,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,0.0,119.95
317,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,161.0,120.0
318,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2019,1.2,120.0
319,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,107.0,120.0
320,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2015,159.0,120.0
321,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,72.5,120.0
322,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,161.0,121.0
323,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2019,55.0,121.75
324,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2018,62.0,121.75
325,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,58.0,121.85
326,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,87.0,122.0
327,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,150.0,122.0
328,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2018,16.5,122.5
329,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,75.0,122.5
330,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2018,39.38,122.75
331,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,121.65,123.0
332,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,131.0,123.0
333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,124.352,123.5
334,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,150.0,123.5
335,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,95.0,123.85
336,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,100.0,123.95
337,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,141.5,124.0
338,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2017,122.3,124.5
339,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,47.0,124.5
340,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,113.47,124.75
341,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,64.0,124.85
342,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,90.0,124.85
343,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2019,8.0,124.95
344,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,101.0,124.95
345,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,146.0,125.0
346,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2019,10.0,125.0
347,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,129.04,125.0
348,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,95.0,125.0
349,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2018,37.0,125.5
350,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,76.0,125.85
351,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,46.0,125.85
352,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2016,42.0,125.85
353,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,95.0,125.9
354,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,78.3,125.9
355,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,95.0,125.9
356,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,129.04,126.5
357,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,119.5,126.5
358,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,119.0,126.608
359,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2019,37.635,126.75
360,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,79.0,126.9
361,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,60.0,126.9
362,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2016,105.0,127.0
363,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,145.0,127.0
364,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,146.0,127.0
365,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,116.0,127.5
366,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2016,92.0,127.5
367,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,164.0,127.75
368,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,103.8,127.75
369,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2018,79.0,127.85
370,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2019,30.0,127.9
371,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,64.0,127.9
372,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2019,30.0,127.9
373,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,141.5,128.0
374,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2019,10.0,128.0
375,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,139.0,128.0
376,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,96.0,128.7
377,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,124.0,128.75
378,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,113.476,128.75
379,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,64.0,128.85
380,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,80.0,128.85
381,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,72.0,128.9
382,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,74.0,128.9
383,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2019,30.0,128.9
384,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2017,41.0,128.9
385,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,112.0,129.0
386,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,150.0,129.0
387,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,85.0,129.5
388,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2016,129.0,129.5
389,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,61.0,129.5
390,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,87.0,129.5
391,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,80.0,129.75
392,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,107.0,129.9
393,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,170.0,129.9
394,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,78.3,129.9
395,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,105.336,129.9
396,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2018,45.1,129.95
397,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2018,6.5,129.999
398,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,130.0,130.0
399,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2017,50.415,130.0
400,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2019,5.6,130.0
401,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2017,50.0,130.0
402,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,32.0,130.5
403,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,50.0,130.75
404,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,70.0,130.85
405,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2018,13.0,130.9
406,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,87.0,130.9
407,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2015,79.0,130.95
408,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2015,79.0,130.95
409,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,90.0,131.5
410,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,103.802,131.75
411,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2016,49.9,132.0
412,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,23.5,132.0
413,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,79.4,132.5
414,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,58.0,132.5
415,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,64.0,132.85
416,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2018,22.0,133.0
417,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2019,21.65,133.0
418,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,57.5,133.5
419,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,59.0,133.5
420,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,4.0,134.0
421,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2016,68.0,134.0
422,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2018,48.0,134.9
423,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,80.7,135.5
424,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2016,110.0,135.75
425,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,120.0,135.9
426,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,698.0,136.0
427,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2019,22.75,136.0
428,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,14.2,136.25
429,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,128.5,136.5
430,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,80.0,136.5
431,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,27.5,136.9
432,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,1.0,136.99
433,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,91.0,137.5
434,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2018,32.5,137.5
435,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,66.0,137.5
436,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,111.0,137.9
437,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2020,1.6,138.0
438,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,190.0,138.0
439,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2019,26.0,138.0
440,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,1.6,138.0
441,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,79.0,139.5
442,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2016,56.0,139.85
443,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2020,32.0,139.9
444,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,84.0,140.0
445,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2019,26.1,140.0
446,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2016,170.0,140.0
447,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,136.0,141.5
448,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2017,31.0,141.5
449,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2018,25.5,141.5
450,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2017,35.0,141.95
451,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,4.0,142.0
452,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2016,61.0,142.5
453,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,118.0,142.5
